deviceId,timestamp,opticalR,opticalG,opticalB,conductivityMv,purityPercentage,hexCode
Milk,1782226241000,212,212,219,1929,100.00,#D4D4DB
Milk,1782226241000,209,214,219,1927,100.00,#D1D6DB
Milk,1782226240000,208,212,219,1922,100.00,#D0D4DB
Milk,1782226240000,212,214,217,1921,100.00,#D4D6D9
Milk,1782226240000,207,213,217,1932,100.00,#CFD5D9
Milk,1782226240000,208,216,221,1927,100.00,#D0D8DD
Milk,1782226240000,207,212,218,1928,100.00,#CFD4DA
Milk,1782226239000,211,212,218,1920,100.00,#D3D4DA
Milk,1782226239000,208,216,219,1935,100.00,#D0D8DB
Milk,1782226239000,213,215,220,1928,100.00,#D5D7DC
Milk,1782226239000,208,218,221,1931,100.00,#D0DADD
Milk,1782226239000,208,218,220,1934,100.00,#D0DADC
Milk,1782226238000,211,216,219,1931,100.00,#D3D8DB
Milk,1782226238000,212,218,222,1940,100.00,#D4DADE
Milk,1782226238000,208,214,222,1925,100.00,#D0D6DE
Milk,1782226238000,212,217,218,1926,100.00,#D4D9DA
Milk,1782226238000,212,213,222,1930,100.00,#D4D5DE
Milk,1782226237000,211,214,222,1934,100.00,#D3D6DE
Milk,1782226237000,209,216,222,1934,100.00,#D1D8DE
Milk,1782226237000,211,214,222,1934,100.00,#D3D6DE
Milk,1782226237000,211,212,220,1933,100.00,#D3D4DC
Milk,1782226237000,207,216,221,1925,100.00,#CFD8DD
Milk,1782226236000,209,215,219,1938,100.00,#D1D7DB
Milk,1782226236000,209,217,220,1924,100.00,#D1D9DC
Milk,1782226236000,212,218,220,1930,100.00,#D4DADC
Milk,1782226236000,210,212,219,1936,100.00,#D2D4DB
Milk,1782226236000,209,213,220,1935,100.00,#D1D5DC
Milk,1782226235000,209,212,223,1920,100.00,#D1D4DF
Milk,1782226235000,207,213,220,1940,100.00,#CFD5DC
Milk,1782226235000,209,215,218,1940,100.00,#D1D7DA
Milk,1782226235000,207,215,217,1938,100.00,#CFD7D9
Milk,1782226235000,213,213,220,1921,100.00,#D5D5DC
Milk,1782226234000,211,218,221,1923,100.00,#D3DADD
Milk,1782226234000,209,217,222,1920,100.00,#D1D9DE
Milk,1782226234000,207,217,222,1933,100.00,#CFD9DE
Milk,1782226234000,207,218,218,1922,100.00,#CFDADA
Milk,1782226234000,208,217,217,1933,100.00,#D0D9D9
Milk,1782226233000,210,212,220,1932,100.00,#D2D4DC
Milk,1782226233000,209,216,218,1927,100.00,#D1D8DA
Milk,1782226233000,209,212,217,1920,100.00,#D1D4D9
Milk,1782226233000,212,216,220,1930,100.00,#D4D8DC
Milk,1782226233000,211,212,222,1937,100.00,#D3D4DE
Milk,1782226232000,207,214,223,1931,100.00,#CFD6DF
Milk,1782226232000,210,215,223,1937,100.00,#D2D7DF
Milk,1782226232000,207,217,217,1939,100.00,#CFD9D9
Milk,1782226232000,213,212,222,1925,100.00,#D5D4DE
Milk,1782226232000,212,217,220,1925,100.00,#D4D9DC
Milk,1782226231000,213,213,221,1932,100.00,#D5D5DD
Milk,1782226231000,213,217,222,1930,100.00,#D5D9DE
Milk,1782226231000,208,214,223,1923,100.00,#D0D6DF
Milk,1782226231000,209,218,219,1925,100.00,#D1DADB
Milk,1782226231000,211,216,221,1933,100.00,#D3D8DD
Milk,1782226230000,211,212,219,1936,100.00,#D3D4DB
Milk,1782226230000,207,216,223,1924,100.00,#CFD8DF
Milk,1782226230000,212,216,220,1924,100.00,#D4D8DC
Milk,1782226230000,207,216,220,1939,100.00,#CFD8DC
Milk,1782226230000,207,213,223,1920,100.00,#CFD5DF
Milk,1782226229000,208,218,220,1922,100.00,#D0DADC
Milk,1782226229000,208,214,222,1932,100.00,#D0D6DE
Milk,1782226229000,212,215,223,1920,100.00,#D4D7DF
Milk,1782226229000,213,213,217,1936,100.00,#D5D5D9
Milk,1782226229000,213,215,223,1920,100.00,#D5D7DF
Milk,1782226228000,210,214,218,1923,100.00,#D2D6DA
Milk,1782226228000,209,216,221,1931,100.00,#D1D8DD
Milk,1782226228000,210,214,223,1935,100.00,#D2D6DF
Milk,1782226228000,212,213,222,1920,100.00,#D4D5DE
Milk,1782226228000,208,217,221,1937,100.00,#D0D9DD
Milk,1782226227000,209,214,219,1931,100.00,#D1D6DB
Milk,1782226227000,208,218,218,1925,100.00,#D0DADA
Milk,1782226227000,207,214,217,1932,100.00,#CFD6D9
Milk,1782226227000,213,213,217,1928,100.00,#D5D5D9
Milk,1782226227000,213,217,220,1937,100.00,#D5D9DC
Milk,1782226226000,207,213,217,1937,100.00,#CFD5D9
Milk,1782226226000,212,217,221,1933,100.00,#D4D9DD
Milk,1782226226000,213,214,222,1926,100.00,#D5D6DE
Milk,1782226226000,207,212,220,1940,100.00,#CFD4DC
Milk,1782226226000,212,216,223,1933,100.00,#D4D8DF
Milk,1782226225000,213,216,222,1930,100.00,#D5D8DE
Milk,1782226225000,207,212,223,1939,100.00,#CFD4DF
Milk,1782226225000,208,215,220,1929,100.00,#D0D7DC
Milk,1782226225000,213,214,217,1931,100.00,#D5D6D9
Milk,1782226225000,213,213,217,1937,100.00,#D5D5D9
Milk,1782226224000,208,213,217,1931,100.00,#D0D5D9
Milk,1782226224000,207,213,222,1923,100.00,#CFD5DE
Milk,1782226224000,213,216,217,1928,100.00,#D5D8D9
Milk,1782226224000,207,214,221,1928,100.00,#CFD6DD
Milk,1782226224000,209,212,219,1928,100.00,#D1D4DB
Milk,1782226223000,208,214,219,1931,100.00,#D0D6DB
Milk,1782226223000,207,214,219,1928,100.00,#CFD6DB
Milk,1782226223000,210,212,222,1931,100.00,#D2D4DE
Milk,1782226223000,209,216,221,1931,100.00,#D1D8DD
Milk,1782226223000,208,213,223,1924,100.00,#D0D5DF
Milk,1782226222000,209,215,222,1931,100.00,#D1D7DE
Milk,1782226222000,207,213,221,1940,100.00,#CFD5DD
Milk,1782226222000,213,214,217,1934,100.00,#D5D6D9
Milk,1782226222000,209,214,217,1923,100.00,#D1D6D9
Milk,1782226222000,213,217,220,1932,100.00,#D5D9DC
Milk,1782226221000,209,216,217,1923,100.00,#D1D8D9
Milk,1782226221000,212,216,218,1927,100.00,#D4D8DA
Milk,1782226221000,207,212,222,1940,100.00,#CFD4DE
Milk,1782226221000,207,217,221,1920,100.00,#CFD9DD
Milk,1782226221000,207,213,218,1926,100.00,#CFD5DA
Milk,1782226220000,207,218,218,1935,100.00,#CFDADA
Milk,1782226220000,212,215,217,1926,100.00,#D4D7D9
Milk,1782226220000,211,214,223,1921,100.00,#D3D6DF
Milk,1782226220000,211,217,220,1933,100.00,#D3D9DC
Milk,1782226220000,207,216,220,1927,100.00,#CFD8DC
Milk,1782226219000,207,216,217,1940,100.00,#CFD8D9
Milk,1782226219000,208,212,218,1927,100.00,#D0D4DA
Milk,1782226219000,211,218,219,1927,100.00,#D3DADB
Milk,1782226219000,210,212,221,1930,100.00,#D2D4DD
Milk,1782226219000,213,215,222,1928,100.00,#D5D7DE
Milk,1782226218000,210,214,218,1920,100.00,#D2D6DA
Milk,1782226218000,207,215,221,1938,100.00,#CFD7DD
Milk,1782226218000,208,213,218,1932,100.00,#D0D5DA
Milk,1782226218000,208,216,219,1939,100.00,#D0D8DB
Milk,1782226218000,210,218,221,1925,100.00,#D2DADD
Milk,1782226217000,212,214,222,1926,100.00,#D4D6DE
Milk,1782226217000,211,212,221,1932,100.00,#D3D4DD
Milk,1782226217000,207,212,218,1924,100.00,#CFD4DA
Milk,1782226217000,213,217,222,1921,100.00,#D5D9DE
Milk,1782226217000,210,217,223,1926,100.00,#D2D9DF
Milk,1782226216000,211,212,223,1940,100.00,#D3D4DF
Milk,1782226216000,213,216,223,1929,100.00,#D5D8DF
Milk,1782226216000,209,216,218,1933,100.00,#D1D8DA
Milk,1782226216000,209,212,219,1935,100.00,#D1D4DB
Milk,1782226216000,213,217,222,1926,100.00,#D5D9DE
Milk,1782226215000,212,214,221,1933,100.00,#D4D6DD
Milk,1782226215000,213,217,223,1925,100.00,#D5D9DF
Milk,1782226215000,213,218,219,1924,100.00,#D5DADB
Milk,1782226215000,213,216,219,1939,100.00,#D5D8DB
Milk,1782226215000,212,213,218,1936,100.00,#D4D5DA
Milk,1782226214000,211,218,219,1920,100.00,#D3DADB
Milk,1782226214000,210,216,223,1921,100.00,#D2D8DF
Milk,1782226214000,209,213,217,1928,100.00,#D1D5D9
Milk,1782226214000,210,214,220,1924,100.00,#D2D6DC
Milk,1782226214000,207,213,220,1929,100.00,#CFD5DC
Milk,1782226213000,211,214,218,1927,100.00,#D3D6DA
Milk,1782226213000,212,216,219,1931,100.00,#D4D8DB
Milk,1782226213000,209,212,218,1932,100.00,#D1D4DA
Milk,1782226213000,207,215,219,1924,100.00,#CFD7DB
Milk,1782226213000,213,217,221,1933,100.00,#D5D9DD
Milk,1782226212000,213,212,217,1924,100.00,#D5D4D9
Milk,1782226212000,210,217,218,1922,100.00,#D2D9DA
Milk,1782226212000,211,212,219,1921,100.00,#D3D4DB
Milk,1782226212000,212,212,220,1930,100.00,#D4D4DC
Milk,1782226212000,211,213,222,1933,100.00,#D3D5DE
Milk,1782226211000,208,213,223,1924,100.00,#D0D5DF
Milk,1782226211000,213,216,221,1938,100.00,#D5D8DD
Milk,1782226211000,211,212,222,1932,100.00,#D3D4DE
Milk,1782226211000,208,212,220,1936,100.00,#D0D4DC
Milk,1782226211000,210,215,221,1924,100.00,#D2D7DD
Milk,1782226210000,207,218,220,1931,100.00,#CFDADC
Milk,1782226210000,209,212,218,1940,100.00,#D1D4DA
Milk,1782226210000,210,214,221,1929,100.00,#D2D6DD
Milk,1782226210000,208,213,220,1932,100.00,#D0D5DC
Milk,1782226210000,207,214,221,1940,100.00,#CFD6DD
Milk,1782226209000,209,212,220,1927,100.00,#D1D4DC
